GEOID,StateAbbrev,State,Year,NewDiagStateRate,NewDiagStateRateStable,NewDiagStateCase,NewDiagMaleRate,NewDiagMaleRateStable,NewDiagMaleCase,NewDiagFemaleRate,NewDiagFemaleRateStable,NewDiagFemaleCase,NewDiagBlackRate,NewDiagBlackRateStable,NewDiagBlackCase,NewDiagWhiteRate,NewDiagWhiteRateStable,NewDiagWhiteCase,NewDiagHispRate,NewDiagHispRateStable,NewDiagHispCase,NewDiagAsianRate,NewDiagAsianRateStable,NewDiagAsianCase,NewDiagAmericanNativeRate,NewDiagAmericanNativeRateStable,NewDiagAmericanNativeCase,NewDiagHawaiianNativeRate,NewDiagHawaiianNativeRateStable,NewDiagHawaiianNativeCase,NewDiagMultipleRaceRate,NewDiagMultipleRaceRateStable,NewDiagMultipleRaceCase,NewDiagAge13_24Rate,NewDiagAge13_24RateStable,NewDiagAge13_24Case,NewDiagAge25_34Rate,NewDiagAge25_34RateStable,NewDiagAge25_34Case,NewDiagAge35_44Rate,NewDiagAge35_44RateStable,NewDiagAge35_44Case,NewDiagAge45_54Rate,NewDiagAge45_54RateStable,NewDiagAge45_54Case,NewDiagAge55plusRate,NewDiagAge55plusStable,NewDiagAge55plusCase
23,ME,Maine,2012,4,Y,46,6,Y,32,2,Y,14,76,N,9,3,Y,33,8,N,1,17,N,2,0,N,0,0,N,0,8,N,1,1,N,2,6,N,8,10,Y,15,5,N,11,2,N,9
24,MD,Maryland,2012,31,Y,1531,47,Y,1105,17,Y,425,81,Y,1144,7,Y,198,27,Y,104,7,Y,19,27,N,3,0,N,0,79,Y,62,35,Y,329,50,Y,402,41,Y,319,33,Y,300,12,Y,181
25,MA,Massachusetts,2012,14,Y,800,22,Y,588,7,Y,213,69,Y,247,7,Y,295,42,Y,218,8,Y,27,23,N,2,0,N,0,17,Y,12,10,Y,116,25,Y,222,21,Y,181,19,Y,190,5,Y,92
26,MI,Michigan,2012,10,Y,820,17,Y,669,4,Y,151,44,Y,499,4,Y,239,11,Y,36,5,N,11,7,N,3,0,N,0,27,Y,32,16,Y,265,19,Y,226,13,Y,152,8,Y,121,2,Y,56
27,MN,Minnesota,2012,7,Y,321,12,Y,255,3,Y,66,56,Y,119,4,Y,138,23,Y,42,2,N,4,21,N,9,60,N,1,14,N,8,7,Y,56,16,Y,115,10,Y,70,8,Y,60,2,Y,21
28,MS,Mississippi,2012,19,Y,459,31,Y,369,7,Y,90,39,Y,344,5,Y,75,20,Y,12,9,N,2,9,N,1,0,N,0,144,Y,25,28,Y,147,32,Y,125,19,Y,72,16,Y,64,7,Y,51
29,MO,Missouri,2012,11,Y,548,19,Y,462,3,Y,86,52,Y,291,5,Y,214,19,Y,30,6,N,5,0,N,0,0,N,0,14,N,9,16,Y,157,21,Y,167,13,Y,96,10,Y,88,2,Y,39
30,MT,Montana,2012,2,Y,20,4,Y,16,1,N,4,24,N,1,2,Y,13,9,N,2,0,N,0,5,N,2,0,N,0,14,N,2,2,N,3,5,N,6,4,N,4,5,N,7,0,N,0
31,NE,Nebraska,2012,6,Y,85,10,Y,73,2,Y,12,40,Y,26,3,Y,42,9,N,11,4,N,1,9,N,1,119,N,1,19,N,3,5,Y,15,10,Y,25,11,Y,25,6,Y,14,1,N,6
32,NV,Nevada,2012,16,Y,375,29,Y,328,4,Y,47,44,Y,80,11,Y,140,21,Y,118,11,Y,21,10,N,2,25,N,3,22,N,11,19,Y,82,29,Y,114,24,Y,92,16,Y,61,4,Y,26
33,NH,New Hampshire,2012,4,Y,48,7,Y,37,2,N,11,57,N,7,3,Y,36,10,N,3,0,N,0,0,N,0,0,N,0,18,N,2,4,N,8,8,N,11,8,Y,13,5,N,10,1,N,5
34,NJ,New Jersey,2012,20,Y,1447,30,Y,1079,10,Y,368,66,Y,623,6,Y,282,34,Y,437,4,Y,26,0,N,0,48,N,1,101,Y,78,20,Y,269,35,Y,398,27,Y,318,23,Y,314,6,Y,148
35,NM,New Mexico,2012,7,Y,122,13,Y,112,1,N,10,7,N,2,4,Y,28,9,Y,70,0,N,0,15,Y,21,0,N,0,10,N,2,6,Y,21,15,Y,41,13,Y,31,9,Y,24,1,N,6
36,NY,New York,2012,23,Y,3797,37,Y,2962,10,Y,835,66,Y,1562,8,Y,777,41,Y,1170,6,Y,85,7,N,3,0,N,0,100,Y,200,24,Y,770,42,Y,1154,30,Y,771,25,Y,699,8,Y,403
37,NC,North Carolina,2012,16,Y,1293,26,Y,995,7,Y,298,50,Y,844,5,Y,286,16,Y,96,6,N,11,14,Y,12,22,N,1,44,Y,42,19,Y,308,28,Y,349,19,Y,242,19,Y,255,6,Y,139
38,ND,North Dakota,2012,2,N,11,2,N,6,2,N,5,64,N,5,1,N,4,8,N,1,0,N,0,4,N,1,0,N,0,0,N,0,2,N,3,3,N,3,4,N,3,1,N,1,1,N,1
39,OH,Ohio,2012,11,Y,1044,18,Y,858,4,Y,186,43,Y,489,5,Y,427,24,Y,64,3,N,5,0,N,0,0,N,0,48,Y,59,15,Y,285,22,Y,315,13,Y,186,11,Y,180,2,Y,78
40,OK,Oklahoma,2012,9,Y,294,16,Y,246,3,Y,48,31,Y,70,7,Y,153,13,Y,32,10,N,6,6,Y,14,0,N,0,14,Y,18,12,Y,74,19,Y,99,10,Y,47,10,Y,49,3,Y,25
41,OR,Oregon,2012,8,Y,271,15,Y,241,2,Y,30,37,Y,20,7,Y,188,15,Y,49,6,N,8,0,N,0,0,N,0,7,N,5,6,Y,34,15,Y,80,15,Y,76,10,Y,52,3,Y,29
42,PA,Pennsylvania,2012,14,Y,1473,21,Y,1102,7,Y,371,71,Y,784,5,Y,409,38,Y,218,7,Y,21,21,N,3,82,N,2,33,Y,36,15,Y,318,24,Y,375,20,Y,310,17,Y,315,4,Y,154
44,RI,Rhode Island,2012,9,Y,77,14,Y,61,4,Y,16,33,Y,15,5,Y,36,21,Y,22,0,N,0,0,N,0,0,N,0,33,N,4,3,N,5,19,Y,26,18,Y,24,10,Y,15,3,N,7
45,SC,South Carolina,2012,18,Y,723,29,Y,560,8,Y,164,48,Y,504,7,Y,176,19,Y,34,2,N,1,7,N,1,0,N,0,19,N,7,27,Y,215,32,Y,196,22,Y,129,17,Y,113,6,Y,72
46,SD,South Dakota,2012,4,Y,25,5,Y,15,3,N,9,29,N,3,2,N,11,0,N,0,0,N,0,20,N,10,0,N,0,0,N,0,0,N,0,3,N,3,8,N,7,12,Y,13,0,N,1
47,TN,Tennessee,2012,16,Y,882,26,Y,680,7,Y,202,59,Y,511,7,Y,282,22,Y,48,4,N,3,8,N,1,0,N,0,64,Y,36,23,Y,242,29,Y,243,19,Y,162,16,Y,147,5,Y,87
48,TX,Texas,2012,21,Y,4496,35,Y,3634,8,Y,862,67,Y,1636,9,Y,939,23,Y,1697,6,Y,53,1,N,1,26,N,4,79,Y,166,24,Y,1090,38,Y,1417,27,Y,952,20,Y,696,6,Y,341
49,UT,Utah,2012,5,Y,115,9,Y,94,2,Y,20,34,N,7,4,Y,75,9,Y,24,2,N,1,19,N,4,0,N,0,14,N,4,3,Y,14,10,Y,43,7,Y,26,7,Y,22,2,N,10
50,VT,Vermont,2012,3,Y,14,4,N,9,2,N,4,44,N,2,2,N,9,0,N,0,14,N,1,0,N,0,0,N,0,15,N,1,3,N,3,3,N,2,4,N,3,3,N,3,1,N,2
51,VA,Virginia,2012,14,Y,967,23,Y,769,6,Y,198,45,Y,571,6,Y,253,20,Y,102,5,Y,18,11,N,2,0,N,0,18,Y,21,18,Y,235,26,Y,297,18,Y,198,13,Y,153,4,Y,83
53,WA,Washington,2012,9,Y,509,15,Y,425,3,Y,84,45,Y,91,7,Y,287,12,Y,66,7,Y,30,7,N,5,22,N,7,14,Y,23,7,Y,80,17,Y,162,15,Y,132,10,Y,91,2,Y,43
54,WV,West Virginia,2012,5,Y,84,8,Y,64,2,Y,20,41,Y,22,3,Y,50,33,N,6,0,N,0,0,N,0,0,N,0,39,N,6,7,Y,19,11,Y,24,9,Y,21,5,Y,14,1,N,7
55,WI,Wisconsin,2012,5,Y,223,8,Y,180,2,Y,43,34,Y,92,2,Y,87,14,Y,35,2,N,2,0,N,0,0,N,0,13,N,6,6,Y,56,9,Y,63,6,Y,43,5,Y,43,1,Y,18
56,WY,Wyoming,2012,2,N,7,3,N,6,0,N,1,15,N,1,1,N,4,3,N,1,0,N,0,11,N,1,0,N,0,0,N,0,1,N,1,1,N,1,3,N,2,0,N,0,2,N,3
72,PR,Puerto Rico,2012,26,Y,791,40,Y,584,13,Y,207,-9,-,0,-9,-,1,-9,-,790,-9,-,0,-9,-,0,-9,-,0,-9,-,0,21,Y,134,43,Y,203,37,Y,171,37,Y,179,10,Y,104
1,AL,Alabama,2013,16,Y,664,27,Y,518,7,Y,145,45,Y,467,6,Y,155,13,Y,18,4,N,2,5,N,1,118,N,2,43,Y,18,24,Y,193,31,Y,190,19,Y,117,15,Y,101,5,Y,63
2,AK,Alaska,2013,4,Y,24,6,Y,18,2,N,6,24,N,5,2,N,8,6,N,2,9,N,3,5,N,4,0,N,0,4,N,1,3,N,4,9,N,10,2,N,2,2,N,2,3,N,5
4,AZ,Arizona,2013,13,Y,728,24,Y,636,3,Y,93,55,Y,117,9,Y,291,17,Y,255,4,N,6,23,Y,48,10,N,1,12,N,10,14,Y,152,27,Y,235,20,Y,169,13,Y,111,3,Y,60
5,AR,Arkansas,2013,11,Y,270,18,Y,214,5,Y,56,39,Y,140,5,Y,96,13,Y,18,3,N,1,0,N,0,0,N,0,47,Y,15,18,Y,85,20,Y,78,17,Y,61,8,Y,30,2,Y,16
6,CA,California,2013,16,Y,4958,28,Y,4415,3,Y,543,49,Y,907,11,Y,1510,19,Y,2096,7,Y,296,14,Y,19,15,Y,18,17,Y,112,14,Y,899,29,Y,1635,22,Y,1111,17,Y,876,5,Y,436
8,CO,Colorado,2013,8,Y,326,13,Y,280,2,Y,46,33,Y,56,5,Y,156,12,Y,99,7,N,8,7,N,2,0,N,0,7,N,5,7,Y,57,15,Y,117,11,Y,78,7,Y,52,2,Y,22
9,CT,Connecticut,2013,11,Y,335,18,Y,267,4,Y,68,44,Y,129,5,Y,103,23,Y,95,3,N,4,0,N,0,0,N,0,11,N,4,11,Y,66,19,Y,84,15,Y,65,13,Y,72,5,Y,47
10,DE,Delaware,2013,15,Y,119,24,Y,89,8,Y,30,43,Y,68,7,Y,37,16,N,9,0,N,0,0,N,0,0,N,0,45,N,5,16,Y,24,27,Y,32,13,Y,15,23,Y,30,7,Y,18
11,DC,Washington DC,2013,95,Y,532,152,Y,400,44,Y,132,150,Y,393,39,Y,84,85,Y,45,19,N,4,0,N,0,444,N,1,53,N,5,97,Y,104,121,Y,178,108,Y,97,128,Y,98,39,Y,56
12,FL,Florida,2013,28,Y,4662,43,Y,3517,13,Y,1145,86,Y,2104,12,Y,1207,33,Y,1239,10,Y,46,5,N,2,10,N,1,32,Y,62,29,Y,844,51,Y,1266,41,Y,979,35,Y,949,10,Y,623
13,GA,Georgia,2013,32,Y,2622,52,Y,2075,13,Y,547,79,Y,1936,9,Y,432,29,Y,190,3,N,10,6,N,1,0,N,0,53,Y,53,39,Y,663,59,Y,804,36,Y,487,34,Y,471,8,Y,197
15,HI,Hawaii,2013,8,Y,98,16,Y,92,1,N,6,17,N,4,10,Y,29,15,Y,15,5,Y,25,34,N,1,15,Y,16,5,N,9,5,N,11,14,Y,29,13,Y,23,14,Y,25,3,N,10
16,ID,Idaho,2013,2,Y,26,4,Y,24,0,N,2,26,N,2,2,Y,20,2,N,3,0,N,0,7,N,1,0,N,0,0,N,0,1,N,3,4,N,8,3,N,6,4,N,7,0,N,1
17,IL,Illinois,2013,17,Y,1779,28,Y,1465,6,Y,313,60,Y,893,6,Y,431,23,Y,371,6,Y,31,0,N,0,0,N,0,47,Y,53,23,Y,482,31,Y,549,19,Y,316,15,Y,273,5,Y,159
18,IN,Indiana,2013,9,Y,499,15,Y,407,3,Y,92,51,Y,246,4,Y,180,18,Y,52,8,N,8,8,N,1,0,N,0,18,N,11,15,Y,165,18,Y,148,10,Y,79,8,Y,72,2,Y,35
19,IA,Iowa,2013,5,Y,126,7,Y,90,3,Y,35,35,Y,26,3,Y,78,8,N,9,16,N,8,0,N,0,0,N,0,17,N,4,4,Y,19,7,Y,29,7,Y,27,7,Y,29,3,Y,22
20,KS,Kansas,2013,7,Y,153,11,Y,129,2,Y,24,36,Y,49,3,Y,60,14,Y,31,2,N,1,0,N,0,59,N,1,25,N,10,7,Y,33,10,Y,37,12,Y,42,6,Y,24,2,Y,17
21,KY,Kentucky,2013,10,Y,374,17,Y,307,4,Y,67,42,Y,120,7,Y,217,19,Y,20,9,N,4,0,N,0,56,N,1,31,Y,12,10,Y,71,21,Y,119,15,Y,84,10,Y,59,3,Y,41
22,LA,Louisiana,2013,32,Y,1235,50,Y,931,15,Y,304,74,Y,879,12,Y,282,32,Y,54,9,N,6,4,N,1,0,N,0,35,Y,13,41,Y,323,53,Y,352,46,Y,261,31,Y,191,9,Y,108
23,ME,Maine,2013,3,Y,32,5,Y,26,1,N,6,82,N,10,2,Y,20,15,N,2,0,N,0,0,N,0,0,N,0,0,N,0,2,N,3,4,N,6,7,Y,12,4,N,8,1,N,3
24,MD,Maryland,2013,31,Y,1528,46,Y,1088,17,Y,440,80,Y,1153,8,Y,209,21,Y,85,6,Y,17,9,N,1,0,N,0,77,Y,62,31,Y,292,53,Y,432,41,Y,316,32,Y,280,13,Y,207
25,MA,Massachusetts,2013,14,Y,781,21,Y,587,7,Y,194,60,Y,221,7,Y,287,45,Y,242,6,Y,20,0,N,0,0,N,0,17,Y,12,10,Y,110,24,Y,223,17,Y,147,21,Y,208,5,Y,93
26,MI,Michigan,2013,10,Y,793,16,Y,657,3,Y,136,45,Y,507,3,Y,217,12,Y,39,5,N,10,0,N,0,0,N,0,16,Y,20,14,Y,235,19,Y,228,11,Y,129,9,Y,130,3,Y,70
27,MN,Minnesota,2013,7,Y,315,11,Y,239,3,Y,76,54,Y,120,4,Y,148,16,Y,30,1,N,2,14,N,6,0,N,0,13,N,8,6,Y,54,13,Y,99,8,Y,51,9,Y,73,3,Y,39
28,MS,Mississippi,2013,20,Y,502,32,Y,383,9,Y,119,44,Y,384,5,Y,79,19,Y,12,4,N,1,0,N,0,0,N,0,140,Y,25,32,Y,168,34,Y,133,25,Y,91,15,Y,59,6,Y,50
29,MO,Missouri,2013,10,Y,483,17,Y,404,3,Y,79,45,Y,254,5,Y,196,11,Y,19,9,N,8,0,N,0,0,N,0,7,N,5,14,Y,141,17,Y,137,13,Y,93,9,Y,73,2,Y,39
30,MT,Montana,2013,3,Y,23,5,Y,20,1,N,3,25,N,1,2,Y,14,4,N,1,16,N,1,5,N,2,0,N,0,27,N,4,3,N,4,6,N,7,5,N,5,3,N,4,1,N,2
31,NE,Nebraska,2013,6,Y,84,9,Y,66,2,Y,18,38,Y,25,3,Y,42,11,Y,14,3,N,1,0,N,0,0,N,0,7,N,1,6,Y,20,8,Y,21,11,Y,24,7,Y,17,1,N,3
32,NV,Nevada,2013,20,Y,457,34,Y,399,5,Y,58,55,Y,103,14,Y,175,25,Y,143,8,Y,16,5,N,1,8,N,1,32,Y,18,24,Y,104,41,Y,164,22,Y,82,20,Y,74,5,Y,34
33,NH,New Hampshire,2013,3,Y,34,5,Y,28,1,N,6,16,N,2,3,Y,26,10,N,3,4,N,1,0,N,0,0,N,0,17,N,2,2,N,5,7,N,10,3,N,4,5,N,10,1,N,4
34,NJ,New Jersey,2013,20,Y,1475,30,Y,1098,10,Y,377,68,Y,646,7,Y,319,33,Y,435,2,Y,15,0,N,0,0,N,0,74,Y,59,17,Y,231,34,Y,392,27,Y,319,23,Y,314,9,Y,218
35,NM,New Mexico,2013,9,Y,147,15,Y,129,2,Y,19,16,N,5,5,Y,35,11,Y,82,4,N,1,15,Y,22,0,N,0,10,N,2,10,Y,33,17,Y,47,13,Y,32,8,Y,22,2,Y,13
36,NY,New York,2013,21,Y,3558,35,Y,2813,9,Y,745,56,Y,1341,7,Y,683,42,Y,1197,6,Y,84,4,N,2,15,N,1,121,Y,249,23,Y,725,40,Y,1119,28,Y,703,22,Y,608,8,Y,402
37,NC,North Carolina,2013,17,Y,1362,27,Y,1082,7,Y,280,50,Y,870,6,Y,324,20,Y,119,7,Y,13,10,N,9,21,N,1,25,Y,25,21,Y,335,27,Y,350,22,Y,287,18,Y,250,5,Y,141
38,ND,North Dakota,2013,3,Y,20,5,Y,16,1,N,4,74,N,7,2,N,9,14,N,2,0,N,0,4,N,1,0,N,0,0,N,0,2,N,3,9,N,9,5,N,4,0,N,0,2,N,3
39,OH,Ohio,2013,11,Y,1074,19,Y,888,4,Y,186,46,Y,519,6,Y,438,23,Y,63,2,N,4,5,N,1,36,N,1,38,Y,48,16,Y,306,21,Y,298,14,Y,202,10,Y,169,3,Y,98
40,OK,Oklahoma,2013,11,Y,347,19,Y,297,3,Y,50,45,Y,103,8,Y,167,9,Y,23,12,N,7,13,Y,31,29,N,1,11,Y,15,13,Y,81,20,Y,103,15,Y,69,13,Y,66,3,Y,27
41,OR,Oregon,2013,7,Y,230,12,Y,200,2,Y,30,30,Y,17,6,Y,157,14,Y,48,5,N,6,3,N,1,9,N,1,1,N,1,5,Y,29,12,Y,63,12,Y,63,12,Y,59,1,Y,16
42,PA,Pennsylvania,2013,13,Y,1409,21,Y,1111,5,Y,298,69,Y,762,5,Y,392,30,Y,182,8,Y,27,34,N,5,37,N,1,36,Y,41,15,Y,308,24,Y,380,17,Y,262,16,Y,290,4,Y,169
44,RI,Rhode Island,2013,10,Y,88,16,Y,67,4,Y,21,26,Y,12,7,Y,49,22,Y,24,0,N,0,29,N,1,0,N,0,16,N,2,9,Y,16,20,Y,27,13,Y,17,9,Y,14,5,Y,14
45,SC,South Carolina,2013,19,Y,748,30,Y,573,9,Y,175,48,Y,517,7,Y,172,23,Y,42,2,N,1,7,N,1,0,N,0,38,Y,16,25,Y,194,33,Y,202,25,Y,147,19,Y,124,6,Y,81
46,SD,South Dakota,2013,5,Y,34,7,Y,23,3,Y,12,44,N,5,2,Y,12,15,N,3,25,N,2,23,Y,12,0,N,0,0,N,0,2,N,3,7,N,8,11,N,10,9,N,9,1,N,3
47,TN,Tennessee,2013,15,Y,811,25,Y,650,6,Y,161,54,Y,477,6,Y,256,19,Y,42,8,N,7,0,N,0,0,N,0,48,Y,28,20,Y,210,30,Y,252,17,Y,139,15,Y,134,4,Y,75
48,TX,Texas,2013,21,Y,4547,35,Y,3700,8,Y,846,68,Y,1693,10,Y,979,22,Y,1659,9,Y,80,1,N,1,6,N,1,61,Y,134,23,Y,1074,40,Y,1521,25,Y,908,20,Y,691,6,Y,352
49,UT,Utah,2013,5,Y,110,8,Y,94,1,Y,16,46,N,10,4,Y,70,8,Y,21,8,N,4,0,N,0,0,N,0,13,N,4,4,Y,21,10,Y,45,6,Y,21,5,Y,16,1,N,7
50,VT,Vermont,2013,3,Y,15,5,Y,13,0,N,1,57,N,3,2,N,9,12,N,1,0,N,0,0,N,0,0,N,0,15,N,1,1,N,1,9,N,6,4,N,3,3,N,3,1,N,1
51,VA,Virginia,2013,15,Y,1022,24,Y,822,6,Y,200,47,Y,605,6,Y,281,17,Y,94,4,Y,18,0,N,0,0,N,0,21,Y,25,20,Y,264,25,Y,291,17,Y,189,14,Y,171,5,Y,107
53,WA,Washington,2013,8,Y,468,14,Y,397,2,Y,72,43,Y,89,6,Y,251,14,Y,80,5,Y,24,6,N,4,21,N,7,7,Y,12,7,Y,77,14,Y,141,15,Y,132,9,Y,86,2,Y,32
54,WV,West Virginia,2013,5,Y,78,8,Y,63,2,Y,15,31,Y,17,3,Y,49,32,N,6,0,N,0,0,N,0,0,N,0,38,N,6,4,N,10,12,Y,25,6,Y,13,7,Y,19,2,N,10
55,WI,Wisconsin,2013,5,Y,255,9,Y,216,2,Y,39,37,Y,102,3,Y,100,16,Y,40,6,N,6,6,N,2,0,N,0,9,N,4,6,Y,56,11,Y,78,6,Y,45,5,Y,44,2,Y,32
56,WY,Wyoming,2013,3,Y,16,6,Y,13,1,N,2,13,N,1,3,Y,12,5,N,2,0,N,0,0,N,0,0,N,0,0,N,0,4,N,4,5,N,4,6,N,4,3,N,2,1,N,1
72,PR,Puerto Rico,2013,24,Y,716,38,Y,546,11,Y,170,-9,-,0,-9,-,0,-9,-,716,-9,-,0,-9,-,0,-9,-,0,-9,-,0,18,Y,113,39,Y,178,31,Y,144,36,Y,170,11,Y,111
1,AL,Alabama,2014,17,Y,699,29,Y,567,6,Y,132,48,Y,503,6,Y,154,13,Y,19,2,N,1,0,N,0,0,N,0,49,Y,21,27,Y,217,38,Y,235,19,Y,117,12,Y,79,4,Y,52
2,AK,Alaska,2014,7,Y,41,11,Y,34,3,N,7,34,N,7,5,Y,18,9,N,3,0,N,0,15,Y,12,0,N,0,4,N,1,6,N,8,15,Y,18,6,N,5,7,N,6,2,N,3
4,AZ,Arizona,2014,14,Y,798,25,Y,677,4,Y,120,63,Y,140,9,Y,300,18,Y,280,10,Y,17,26,Y,56,10,N,1,5,N,4,16,Y,178,29,Y,262,21,Y,179,14,Y,115,3,Y,64
5,AR,Arkansas,2014,14,Y,340,24,Y,290,4,Y,50,46,Y,168,7,Y,129,18,Y,26,0,N,0,0,N,0,0,N,0,55,Y,18,23,Y,112,23,Y,88,16,Y,57,15,Y,59,3,Y,24
6,CA,California,2014,17,Y,5533,31,Y,4906,4,Y,627,49,Y,925,13,Y,1651,21,Y,2449,8,Y,388,10,Y,13,6,N,7,14,Y,99,16,Y,1045,33,Y,1884,24,Y,1214,18,Y,929,5,Y,460
8,CO,Colorado,2014,9,Y,401,16,Y,349,2,Y,52,41,Y,72,6,Y,195,14,Y,118,6,N,8,4,N,1,0,N,0,9,N,6,8,Y,66,18,Y,143,14,Y,101,10,Y,69,2,Y,22
9,CT,Connecticut,2014,10,Y,305,15,Y,225,5,Y,79,49,Y,145,4,Y,81,17,Y,70,5,N,6,35,N,2,0,N,0,3,N,1,10,Y,57,19,Y,83,12,Y,53,13,Y,71,4,Y,41
10,DE,Delaware,2014,17,Y,132,23,Y,86,11,Y,46,48,Y,79,8,Y,40,14,N,9,0,N,0,0,N,0,0,N,0,46,N,6,15,Y,22,28,Y,35,30,Y,33,22,Y,28,5,Y,14
11,DC,Washington DC,2014,67,Y,381,114,Y,305,25,Y,76,102,Y,268,29,Y,62,64,Y,35,15,N,4,95,N,1,403,N,1,97,N,10,61,Y,65,75,Y,112,96,Y,89,82,Y,63,36,Y,51
12,FL,Florida,2014,31,Y,5332,51,Y,4207,13,Y,1125,90,Y,2251,15,Y,1488,38,Y,1477,10,Y,44,24,N,11,50,N,5,28,Y,56,32,Y,945,62,Y,1564,43,Y,1034,40,Y,1105,11,Y,684
13,GA,Georgia,2014,27,Y,2247,45,Y,1815,10,Y,432,69,Y,1737,7,Y,303,22,Y,144,5,Y,15,13,N,3,30,N,2,42,Y,43,32,Y,553,54,Y,744,31,Y,430,22,Y,313,9,Y,207
15,HI,Hawaii,2014,9,Y,110,17,Y,100,2,N,11,40,N,10,13,Y,38,7,N,7,5,Y,22,0,N,0,15,Y,16,8,Y,16,6,Y,14,19,Y,39,16,Y,28,9,Y,15,3,Y,14
16,ID,Idaho,2014,2,Y,27,4,Y,27,0,N,0,12,N,1,2,Y,24,2,N,2,0,N,0,0,N,0,0,N,0,0,N,0,1,N,2,3,N,7,4,N,8,3,N,6,1,N,4
17,IL,Illinois,2014,16,Y,1728,28,Y,1454,5,Y,274,57,Y,853,7,Y,449,22,Y,355,6,Y,31,14,N,2,0,N,0,33,Y,39,22,Y,461,32,Y,575,20,Y,329,13,Y,233,4,Y,130
18,IN,Indiana,2014,9,Y,490,15,Y,400,3,Y,90,42,Y,204,5,Y,203,18,Y,56,10,N,11,0,N,0,0,N,0,26,Y,17,12,Y,135,19,Y,161,11,Y,86,8,Y,67,2,Y,40
19,IA,Iowa,2014,4,Y,104,7,Y,85,1,Y,19,16,Y,13,3,Y,72,9,N,11,2,N,1,0,N,0,0,N,0,29,N,8,4,Y,18,8,Y,29,5,Y,18,5,Y,21,2,Y,17
20,KS,Kansas,2014,6,Y,138,9,Y,108,3,Y,30,21,Y,29,3,Y,65,12,Y,27,5,N,3,22,N,4,0,N,0,23,N,10,7,Y,33,12,Y,46,7,Y,24,7,Y,24,1,N,11
21,KY,Kentucky,2014,10,Y,365,17,Y,305,3,Y,60,38,Y,108,7,Y,208,33,Y,35,13,N,6,0,N,0,0,N,0,16,N,7,10,Y,71,20,Y,112,16,Y,91,11,Y,66,2,Y,25
22,LA,Louisiana,2014,37,Y,1408,56,Y,1044,18,Y,364,83,Y,986,13,Y,307,50,Y,86,20,Y,14,17,N,4,0,N,0,31,Y,12,46,Y,359,68,Y,457,49,Y,279,33,Y,200,9,Y,113
23,ME,Maine,2014,5,Y,60,8,Y,42,3,Y,18,160,Y,21,3,Y,35,28,N,4,0,N,0,0,N,0,0,N,0,0,N,0,5,N,9,5,N,7,8,Y,13,10,Y,19,3,Y,12
24,MD,Maryland,2014,28,Y,1388,42,Y,996,15,Y,392,73,Y,1065,7,Y,178,24,Y,102,3,N,10,0,N,0,0,N,0,40,Y,33,28,Y,267,54,Y,447,38,Y,288,27,Y,238,9,Y,148
25,MA,Massachusetts,2014,13,Y,735,20,Y,549,6,Y,187,65,Y,244,5,Y,238,38,Y,213,10,Y,35,0,N,0,56,N,1,5,N,4,10,Y,110,23,Y,217,19,Y,161,16,Y,159,5,Y,89
26,MI,Michigan,2014,10,Y,837,17,Y,683,4,Y,154,45,Y,509,4,Y,245,14,Y,49,7,Y,16,7,N,3,49,N,1,11,Y,14,15,Y,247,22,Y,268,11,Y,131,9,Y,122,2,Y,69
27,MN,Minnesota,2014,7,Y,318,11,Y,243,3,Y,75,52,Y,119,4,Y,144,17,Y,34,6,N,11,12,N,5,0,N,0,7,N,4,7,Y,59,14,Y,104,13,Y,84,6,Y,43,2,Y,28
28,MS,Mississippi,2014,21,Y,519,34,Y,402,9,Y,117,45,Y,403,6,Y,84,25,Y,16,4,N,1,0,N,0,0,N,0,79,Y,15,32,Y,164,44,Y,171,20,Y,75,16,Y,64,6,Y,45
29,MO,Missouri,2014,10,Y,500,17,Y,420,3,Y,79,45,Y,257,5,Y,204,14,Y,24,7,N,6,5,N,1,20,N,1,10,N,7,15,Y,146,20,Y,163,13,Y,93,8,Y,64,2,Y,34
30,MT,Montana,2014,2,Y,16,3,Y,13,1,N,3,0,N,0,2,Y,13,4,N,1,0,N,0,2,N,1,173,N,1,0,N,0,1,N,2,6,N,8,4,N,4,2,N,2,0,N,0
31,NE,Nebraska,2014,6,Y,93,11,Y,84,1,N,9,42,Y,29,4,Y,51,7,N,10,3,N,1,9,N,1,0,N,0,12,N,2,5,Y,16,13,Y,32,11,Y,25,7,Y,17,1,N,3
32,NV,Nevada,2014,20,Y,463,34,Y,406,5,Y,57,56,Y,108,13,Y,168,25,Y,147,11,Y,21,15,N,3,15,N,2,22,Y,13,24,Y,107,40,Y,163,23,Y,86,20,Y,77,4,Y,29
33,NH,New Hampshire,2014,4,Y,41,6,Y,34,1,N,7,47,N,6,2,Y,26,21,N,7,4,N,1,0,N,0,0,N,0,8,N,1,4,N,8,8,Y,12,3,N,5,5,N,10,1,N,5
34,NJ,New Jersey,2014,20,Y,1536,32,Y,1148,10,Y,388,72,Y,696,6,Y,283,37,Y,499,2,Y,15,11,N,1,93,N,2,48,Y,40,18,Y,253,40,Y,453,29,Y,338,22,Y,288,8,Y,203
